GuestID,FirstName,LastName,Age
1891,Jere,Boykett,17
1892,Dore,Walewicz,5
1893,Henrieta,Gellert,28
1894,Mayor,Febry,35
1895,Giulio,Muncie,58
1896,Flora,Anthoine,33
1897,Glynnis,Tantrum,57
1898,Carlene,Eccleshare,6
1899,Sandor,Gare,40
1900,Gregg,Isselee,27
1901,Christyna,Kendell,22
1902,Koenraad,Heinzel,46
1903,Nessi,Renackowna,49
1904,Leif,Bryant,58
1905,Terrence,Vinsen,39
1906,Errick,Diggons,55
1907,Myles,Del Castello,49
1908,Nita,Leighton,28
1909,Tallia,MacKissack,12
1910,Humfrid,Bellerby,56
1911,Blondy,Spincke,2
1912,Catha,Santore,26
1913,Boony,Lynd,65
1914,Marlie,Fontaine,11
1915,Casar,Wardale,28
1916,Darb,Pogg,16
1917,Letti,Burhill,59
1918,Terza,Twiggins,36
1919,Hayward,Dows,62
1920,Koren,McDonagh,33
1921,Martita,Sweetzer,54
1922,Grange,Keune,61
1923,Sumner,Regenhardt,56
1924,Merrily,Puden,61
1925,Seymour,Gaish,30
1926,Aryn,Buckenhill,70
1927,Ted,Baine,13
1928,Guy,Glaisner,23
1929,Daphene,Longcake,47
1930,Max,Haggarth,55
1931,Sheena,Teague,23
1932,Mead,Ciraldo,47
1933,Mable,Spriggen,17
1934,Daune,Ciccoloi,51
1935,Berrie,Romayn,23
1936,Isa,Stooders,4
1937,Bartlet,Otterwell,3
1938,Bink,Millican,50
1939,Avery,Geeson,15
1940,Candice,Brimilcombe,28
1941,Arny,Sorensen,41
1942,Pace,Jurkowski,6
1943,Frasquito,Scard,59
1944,Hoyt,Astling,35
1945,Antonius,Rhyme,18
1946,Renee,Paolini,19
1947,Alberik,Tonner,54
1948,Gallard,Luciano,17
1949,Melony,Juzek,68
1950,Adrien,Cranham,7
1951,Geneva,Petrov,14
1952,Susi,Blease,54
1953,Rosanne,Leatherbarrow,39
1954,Aloysius,Woodbridge,58
1955,Elysha,Pinnere,33
1956,Sela,O'Scanlan,53
1957,Kathrine,Worland,33
1958,Wain,Matchell,58
1959,Sheila,Abell,66
1960,Glory,Fury,17
1961,Marget,Storrie,36
1962,Tybi,Warbys,59
1963,Maurizio,Leversha,25
1964,Melania,Storch,19
1965,Ryley,Mahon,41
1966,Gussie,Fowley,54
1967,Jayne,Postles,65
1968,Hashim,Smurfit,20
1969,Westley,Chinge de Hals,33
1970,Sarge,Dyne,28
1971,Geordie,Edworthye,65
1972,Darla,Armfield,35
1973,Dorise,McCuish,18
1974,Alejandro,Alyoshin,58
1975,Gale,Harring,56
1976,Ermentrude,Sallows,11
1977,Archibaldo,Aronin,30
1978,Winny,Maidlow,5
1979,Ettore,Ketchell,22
1980,Gabrila,Mayho,3
1981,Roman,Everil,18
1982,Helge,Mulryan,60
1983,Cassy,Pickwell,39
1984,Harmony,Gorini,55
1985,Jammal,Lghan,27
1986,Town,Wasselin,31
1987,Manda,Demke,65
1988,Mordy,Langfitt,50
1989,Mommy,Rickcord,26
1990,Othella,Tutt,51
1991,Beau,Ivimy,5
1992,Eadith,Skein,54
1993,Stormie,Allenson,2
1994,Brenda,Goudge,65
1995,Zelma,Mewes,13
1996,Linus,Spalding,61
1997,D'arcy,Lucock,30
1998,Sal,Rustich,29
1999,Deena,Lindberg,4
2000,Ave,Kunert,13
