Order Number,Date,last_name,first_name,State,Area,Material,Tax,CPSF,LCPSF,MaterialCost,LaborCost,TotalCost
89955,06/04/1997,Bampton,Jelene,TX,821,Carpet,6.601,2.25,2.1,1847.25,1724.1,3807.094814
34266,12/12/2002,Eyckelbeck,Davidson,FL,754,Laminate,6.663,3.5,4.15,2639,3129.1,6152.428503
21544,05/14/1996,Gayden,Ola,CA,475,Tile,6.0571,1.75,2.1,831.25,997.5,1939.519216
44175,04/01/2012,Bayman,Ramonda,CT,180,Tile,5.7333,1.75,2.1,315,378,732.731769
10347,05/21/1999,Dewen,Elfreda,DC,334,Laminate,6.8048,3.5,4.15,1169,1386.1,2728.969445
84140,03/09/1995,Sconce,Kit,FL,233,Wood,5.0878,5.15,4.75,1199.95,1106.75,2424.060283
11089,11/21/2002,Bizzey,Luisa,PA,926,Carpet,6.5945,2.25,2.1,2083.5,1944.6,4293.733055
45313,05/03/2013,Hocking,Bucky,LA,503,Carpet,5.8962,2.25,2.1,1131.75,1056.3,2317.061804
88052,01/31/2009,Oiller,Jakie,NM,106,Carpet,5.5953,2.25,2.1,238.5,222.6,486.8999283
63344,08/06/2017,Baudi,Joyous,TX,107,Carpet,5.6608,2.25,2.1,240.75,224.7,491.7981936
57650,04/02/2007,Bolzen,Thorny,OK,880,Carpet,5.8461,2.25,2.1,1980,1848,4051.788708
51931,09/22/1996,Ambrosi,Bonnie,VA,522,Carpet,5.3861,2.25,2.1,1174.5,1096.2,2393.002173
48490,11/10/2015,Droogan,Maribelle,NY,175,Wood,6.4398,5.15,4.75,901.25,831.25,1844.069535
64349,09/28/2003,Jancey,Ania,CO,181,Carpet,6.96,2.25,2.1,407.25,380.1,842.14956
10749,12/07/2016,Dedenham,Dorey,TX,400,Wood,5.066,5.15,4.75,2060,1900,4160.6136
65860,01/10/2009,Stansall,Demetrius,CA,315,Tile,6.8693,1.75,2.1,551.25,661.5,1296.057436
